Gate,InputSignals,OutputSignals
20325,"[{'LastGateID': '17457', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20326', 'Color': 'color1'}]"
20326,"[{'LastGateID': '20324', 'Color': 'color0'}, {'LastGateID': '20325', 'Color': 'color1'}]","[{'NextGateID': '20327', 'Color': 'black'}]"
20328,"[{'LastGateID': '17586', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20330', 'Color': 'gray'}]"
20329,"[{'LastGateID': '17458', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20330', 'Color': 'gray'}]"
20330,"[{'LastGateID': '20328', 'Color': 'gray'}, {'LastGateID': '20329', 'Color': 'gray'}]","[{'NextGateID': '20331', 'Color': 'black'}]"
20332,"[{'LastGateID': '17587', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20334', 'Color': 'gray'}]"
20333,"[{'LastGateID': '17459', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20334', 'Color': 'gray'}]"
20334,"[{'LastGateID': '20332', 'Color': 'gray'}, {'LastGateID': '20333', 'Color': 'gray'}]","[{'NextGateID': '20335', 'Color': 'black'}]"
20336,"[{'LastGateID': '17588', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20338', 'Color': 'gray'}]"
20337,"[{'LastGateID': '17460', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20338', 'Color': 'gray'}]"
20338,"[{'LastGateID': '20336', 'Color': 'gray'}, {'LastGateID': '20337', 'Color': 'gray'}]","[{'NextGateID': '20339', 'Color': 'black'}]"
20340,"[{'LastGateID': '17589', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20342', 'Color': 'gray'}]"
20341,"[{'LastGateID': '17461', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20342', 'Color': 'gray'}]"
20342,"[{'LastGateID': '20340', 'Color': 'gray'}, {'LastGateID': '20341', 'Color': 'gray'}]","[{'NextGateID': '20343', 'Color': 'black'}]"
20344,"[{'LastGateID': '17590', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20346', 'Color': 'gray'}]"
20345,"[{'LastGateID': '17462', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20346', 'Color': 'gray'}]"
20346,"[{'LastGateID': '20344', 'Color': 'gray'}, {'LastGateID': '20345', 'Color': 'gray'}]","[{'NextGateID': '20347', 'Color': 'black'}]"
20348,"[{'LastGateID': '17591', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20350', 'Color': 'color0'}]"
20349,"[{'LastGateID': '17463', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20350', 'Color': 'color1'}]"
20350,"[{'LastGateID': '20348', 'Color': 'color0'}, {'LastGateID': '20349', 'Color': 'color1'}]","[{'NextGateID': '20351', 'Color': 'black'}]"
20352,"[{'LastGateID': '17592', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20354', 'Color': 'gray'}]"
20353,"[{'LastGateID': '17464', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20354', 'Color': 'gray'}]"
20354,"[{'LastGateID': '20352', 'Color': 'gray'}, {'LastGateID': '20353', 'Color': 'gray'}]","[{'NextGateID': '20355', 'Color': 'black'}]"
20356,"[{'LastGateID': '17593', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20358', 'Color': 'gray'}]"
20357,"[{'LastGateID': '17465', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20358', 'Color': 'gray'}]"
20358,"[{'LastGateID': '20356', 'Color': 'gray'}, {'LastGateID': '20357', 'Color': 'gray'}]","[{'NextGateID': '20359', 'Color': 'black'}]"
20360,"[{'LastGateID': '17594', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20362', 'Color': 'color0'}]"
20361,"[{'LastGateID': '17466', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20362', 'Color': 'color1'}]"
20362,"[{'LastGateID': '20360', 'Color': 'color0'}, {'LastGateID': '20361', 'Color': 'color1'}]","[{'NextGateID': '20363', 'Color': 'black'}]"
20364,"[{'LastGateID': '17595', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20366', 'Color': 'gray'}]"
20365,"[{'LastGateID': '17467', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20366', 'Color': 'gray'}]"
20366,"[{'LastGateID': '20364', 'Color': 'gray'}, {'LastGateID': '20365', 'Color': 'gray'}]","[{'NextGateID': '20367', 'Color': 'black'}]"
20368,"[{'LastGateID': '17596', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20370', 'Color': 'gray'}]"
20369,"[{'LastGateID': '17468', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20370', 'Color': 'gray'}]"
20370,"[{'LastGateID': '20368', 'Color': 'gray'}, {'LastGateID': '20369', 'Color': 'gray'}]","[{'NextGateID': '20371', 'Color': 'black'}]"
20372,"[{'LastGateID': '17597', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20374', 'Color': 'gray'}]"
20373,"[{'LastGateID': '17469', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20374', 'Color': 'gray'}]"
20374,"[{'LastGateID': '20372', 'Color': 'gray'}, {'LastGateID': '20373', 'Color': 'gray'}]","[{'NextGateID': '20375', 'Color': 'black'}]"
20376,"[{'LastGateID': '17598', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20378', 'Color': 'gray'}]"
20377,"[{'LastGateID': '17470', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20378', 'Color': 'gray'}]"
20378,"[{'LastGateID': '20376', 'Color': 'gray'}, {'LastGateID': '20377', 'Color': 'gray'}]","[{'NextGateID': '20379', 'Color': 'black'}]"
20380,"[{'LastGateID': '17599', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20382', 'Color': 'color0'}]"
20381,"[{'LastGateID': '17471', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20382', 'Color': 'color1'}]"
20382,"[{'LastGateID': '20380', 'Color': 'color0'}, {'LastGateID': '20381', 'Color': 'color1'}]","[{'NextGateID': '20383', 'Color': 'black'}]"
20384,"[{'LastGateID': '17600', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20386', 'Color': 'gray'}]"
20385,"[{'LastGateID': '17472', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20386', 'Color': 'gray'}]"
20386,"[{'LastGateID': '20384', 'Color': 'gray'}, {'LastGateID': '20385', 'Color': 'gray'}]","[{'NextGateID': '20387', 'Color': 'black'}]"
20388,"[{'LastGateID': '17601', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20390', 'Color': 'gray'}]"
20389,"[{'LastGateID': '17473', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20390', 'Color': 'gray'}]"
20390,"[{'LastGateID': '20388', 'Color': 'gray'}, {'LastGateID': '20389', 'Color': 'gray'}]","[{'NextGateID': '20391', 'Color': 'black'}]"
20392,"[{'LastGateID': '17602', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20394', 'Color': 'color0'}]"
20393,"[{'LastGateID': '17474', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20394', 'Color': 'color1'}]"
20394,"[{'LastGateID': '20392', 'Color': 'color0'}, {'LastGateID': '20393', 'Color': 'color1'}]","[{'NextGateID': '20395', 'Color': 'black'}]"
20396,"[{'LastGateID': '17603', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20398', 'Color': 'gray'}]"
20397,"[{'LastGateID': '17475', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20398', 'Color': 'gray'}]"
20398,"[{'LastGateID': '20396', 'Color': 'gray'}, {'LastGateID': '20397', 'Color': 'gray'}]","[{'NextGateID': '20399', 'Color': 'black'}]"
20400,"[{'LastGateID': '17604', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20402', 'Color': 'gray'}]"
20401,"[{'LastGateID': '17476', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20402', 'Color': 'gray'}]"
20402,"[{'LastGateID': '20400', 'Color': 'gray'}, {'LastGateID': '20401', 'Color': 'gray'}]","[{'NextGateID': '20403', 'Color': 'black'}]"
20404,"[{'LastGateID': '17605', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20406', 'Color': 'gray'}]"
20405,"[{'LastGateID': '17477', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20406', 'Color': 'gray'}]"
20406,"[{'LastGateID': '20404', 'Color': 'gray'}, {'LastGateID': '20405', 'Color': 'gray'}]","[{'NextGateID': '20407', 'Color': 'black'}]"
20408,"[{'LastGateID': '17606', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20410', 'Color': 'gray'}]"
20409,"[{'LastGateID': '17478', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20410', 'Color': 'gray'}]"
20410,"[{'LastGateID': '20408', 'Color': 'gray'}, {'LastGateID': '20409', 'Color': 'gray'}]","[{'NextGateID': '20411', 'Color': 'black'}]"
20412,"[{'LastGateID': '17607', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20414', 'Color': 'gray'}]"
20413,"[{'LastGateID': '17479', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20414', 'Color': 'gray'}]"
20414,"[{'LastGateID': '20412', 'Color': 'gray'}, {'LastGateID': '20413', 'Color': 'gray'}]","[{'NextGateID': '20415', 'Color': 'black'}]"
20416,"[{'LastGateID': '17608', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20418', 'Color': 'color0'}]"
20417,"[{'LastGateID': '17480', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20418', 'Color': 'color1'}]"
20418,"[{'LastGateID': '20416', 'Color': 'color0'}, {'LastGateID': '20417', 'Color': 'color1'}]","[{'NextGateID': '20419', 'Color': 'black'}]"
20420,"[{'LastGateID': '17609', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20422', 'Color': 'gray'}]"
20421,"[{'LastGateID': '17481', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20422', 'Color': 'gray'}]"
20422,"[{'LastGateID': '20420', 'Color': 'gray'}, {'LastGateID': '20421', 'Color': 'gray'}]","[{'NextGateID': '20423', 'Color': 'black'}]"
20424,"[{'LastGateID': '17610', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20426', 'Color': 'gray'}]"
20425,"[{'LastGateID': '17482', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20426', 'Color': 'gray'}]"
20426,"[{'LastGateID': '20424', 'Color': 'gray'}, {'LastGateID': '20425', 'Color': 'gray'}]","[{'NextGateID': '20427', 'Color': 'black'}]"
20428,"[{'LastGateID': '17611', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20430', 'Color': 'color0'}]"
20429,"[{'LastGateID': '17483', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20430', 'Color': 'color1'}]"
20430,"[{'LastGateID': '20428', 'Color': 'color0'}, {'LastGateID': '20429', 'Color': 'color1'}]","[{'NextGateID': '20431', 'Color': 'black'}]"
20432,"[{'LastGateID': '17612', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20434', 'Color': 'gray'}]"
20433,"[{'LastGateID': '17484', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20434', 'Color': 'gray'}]"
20434,"[{'LastGateID': '20432', 'Color': 'gray'}, {'LastGateID': '20433', 'Color': 'gray'}]","[{'NextGateID': '20435', 'Color': 'black'}]"
20436,"[{'LastGateID': '17613', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20438', 'Color': 'gray'}]"
20437,"[{'LastGateID': '17485', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20438', 'Color': 'gray'}]"
20438,"[{'LastGateID': '20436', 'Color': 'gray'}, {'LastGateID': '20437', 'Color': 'gray'}]","[{'NextGateID': '20439', 'Color': 'black'}]"
20440,"[{'LastGateID': '17614', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20442', 'Color': 'gray'}]"
20441,"[{'LastGateID': '17486', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20442', 'Color': 'gray'}]"
20442,"[{'LastGateID': '20440', 'Color': 'gray'}, {'LastGateID': '20441', 'Color': 'gray'}]","[{'NextGateID': '20443', 'Color': 'black'}]"
20444,"[{'LastGateID': '17615', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20446', 'Color': 'gray'}]"
20445,"[{'LastGateID': '17487', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20446', 'Color': 'gray'}]"
20446,"[{'LastGateID': '20444', 'Color': 'gray'}, {'LastGateID': '20445', 'Color': 'gray'}]","[{'NextGateID': '20447', 'Color': 'black'}]"
20448,"[{'LastGateID': '17616', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20450', 'Color': 'color0'}]"
20449,"[{'LastGateID': '17488', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20450', 'Color': 'color1'}]"
20450,"[{'LastGateID': '20448', 'Color': 'color0'}, {'LastGateID': '20449', 'Color': 'color1'}]","[{'NextGateID': '20451', 'Color': 'black'}]"
20452,"[{'LastGateID': '17617', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20454', 'Color': 'gray'}]"
20453,"[{'LastGateID': '17489', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20454', 'Color': 'gray'}]"
20454,"[{'LastGateID': '20452', 'Color': 'gray'}, {'LastGateID': '20453', 'Color': 'gray'}]","[{'NextGateID': '20455', 'Color': 'black'}]"
20456,"[{'LastGateID': '17618', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20458', 'Color': 'gray'}]"
20457,"[{'LastGateID': '17490', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20458', 'Color': 'gray'}]"
20458,"[{'LastGateID': '20456', 'Color': 'gray'}, {'LastGateID': '20457', 'Color': 'gray'}]","[{'NextGateID': '20459', 'Color': 'black'}]"
20460,"[{'LastGateID': '17619', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20462', 'Color': 'gray'}]"
20461,"[{'LastGateID': '17491', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20462', 'Color': 'gray'}]"
20462,"[{'LastGateID': '20460', 'Color': 'gray'}, {'LastGateID': '20461', 'Color': 'gray'}]","[{'NextGateID': '20463', 'Color': 'black'}]"
20464,"[{'LastGateID': '17620', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20466', 'Color': 'color0'}]"
20465,"[{'LastGateID': '17492', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20466', 'Color': 'color1'}]"
20466,"[{'LastGateID': '20464', 'Color': 'color0'}, {'LastGateID': '20465', 'Color': 'color1'}]","[{'NextGateID': '20467', 'Color': 'black'}]"
20468,"[{'LastGateID': '17621', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20470', 'Color': 'gray'}]"
20469,"[{'LastGateID': '17493', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20470', 'Color': 'gray'}]"
20470,"[{'LastGateID': '20468', 'Color': 'gray'}, {'LastGateID': '20469', 'Color': 'gray'}]","[{'NextGateID': '20471', 'Color': 'black'}]"
20476,"[{'LastGateID': '17623', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20478', 'Color': 'gray'}]"
20477,"[{'LastGateID': '17495', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20478', 'Color': 'gray'}]"
20478,"[{'LastGateID': '20476', 'Color': 'gray'}, {'LastGateID': '20477', 'Color': 'gray'}]","[{'NextGateID': '20479', 'Color': 'black'}]"
20480,"[{'LastGateID': '17624', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20482', 'Color': 'gray'}]"
20481,"[{'LastGateID': '17496', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20482', 'Color': 'gray'}]"
20482,"[{'LastGateID': '20480', 'Color': 'gray'}, {'LastGateID': '20481', 'Color': 'gray'}]","[{'NextGateID': '20483', 'Color': 'black'}]"
20484,"[{'LastGateID': '17625', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20486', 'Color': 'gray'}]"
20485,"[{'LastGateID': '17497', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20486', 'Color': 'gray'}]"
20486,"[{'LastGateID': '20484', 'Color': 'gray'}, {'LastGateID': '20485', 'Color': 'gray'}]","[{'NextGateID': '20487', 'Color': 'black'}]"
20492,"[{'LastGateID': '17627', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20494', 'Color': 'gray'}]"
20493,"[{'LastGateID': '17499', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20494', 'Color': 'gray'}]"
20494,"[{'LastGateID': '20492', 'Color': 'gray'}, {'LastGateID': '20493', 'Color': 'gray'}]","[{'NextGateID': '20495', 'Color': 'black'}]"
20496,"[{'LastGateID': '17628', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20498', 'Color': 'gray'}]"
20497,"[{'LastGateID': '17500', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20498', 'Color': 'gray'}]"
20498,"[{'LastGateID': '20496', 'Color': 'gray'}, {'LastGateID': '20497', 'Color': 'gray'}]","[{'NextGateID': '20499', 'Color': 'black'}]"
20500,"[{'LastGateID': '17629', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20502', 'Color': 'color0'}]"
20501,"[{'LastGateID': '17501', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20502', 'Color': 'color1'}]"
20502,"[{'LastGateID': '20500', 'Color': 'color0'}, {'LastGateID': '20501', 'Color': 'color1'}]","[{'NextGateID': '20503', 'Color': 'black'}]"
20508,"[{'LastGateID': '17631', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20510', 'Color': 'gray'}]"
20509,"[{'LastGateID': '17503', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20510', 'Color': 'gray'}]"
20510,"[{'LastGateID': '20508', 'Color': 'gray'}, {'LastGateID': '20509', 'Color': 'gray'}]","[{'NextGateID': '20511', 'Color': 'black'}]"
20512,"[{'LastGateID': '17632', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20514', 'Color': 'gray'}]"
20513,"[{'LastGateID': '17504', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20514', 'Color': 'gray'}]"
20514,"[{'LastGateID': '20512', 'Color': 'gray'}, {'LastGateID': '20513', 'Color': 'gray'}]","[{'NextGateID': '20515', 'Color': 'black'}]"
20516,"[{'LastGateID': '17633', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20518', 'Color': 'gray'}]"
20517,"[{'LastGateID': '17505', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20518', 'Color': 'gray'}]"
20518,"[{'LastGateID': '20516', 'Color': 'gray'}, {'LastGateID': '20517', 'Color': 'gray'}]","[{'NextGateID': '20519', 'Color': 'black'}]"
20524,"[{'LastGateID': '17635', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20526', 'Color': 'gray'}]"
20525,"[{'LastGateID': '17507', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20526', 'Color': 'gray'}]"
20526,"[{'LastGateID': '20524', 'Color': 'gray'}, {'LastGateID': '20525', 'Color': 'gray'}]","[{'NextGateID': '20527', 'Color': 'black'}]"
20528,"[{'LastGateID': '17636', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20530', 'Color': 'gray'}]"
20529,"[{'LastGateID': '17508', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20530', 'Color': 'gray'}]"
20530,"[{'LastGateID': '20528', 'Color': 'gray'}, {'LastGateID': '20529', 'Color': 'gray'}]","[{'NextGateID': '20531', 'Color': 'black'}]"
20536,"[{'LastGateID': '17638', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'color1'}]","[{'NextGateID': '20538', 'Color': 'gray'}]"
20537,"[{'LastGateID': '17510', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20538', 'Color': 'gray'}]"
20538,"[{'LastGateID': '20536', 'Color': 'gray'}, {'LastGateID': '20537', 'Color': 'gray'}]","[{'NextGateID': '20539', 'Color': 'black'}]"
